date,sleep_hours,study_hours,screen_time,exercise_minutes,mood_score,energy_level,task_difficulty,study_sessions,distractions,goal_completion,subject,productivity_rating,day_of_week,month,is_weekend,is_exam_season,study_efficiency,distraction_rate,screen_study_ratio,wellness_score,optimal_sleep,goal_efficiency,study_sleep_ratio,exercise_study_ratio,sessions_per_hour,average_session_length
2023-04-22,3.9,3.8,5.8,9.0,4.7,4.9,4,3,4,52.0,12,8,5,4,1,1,1.2666666666666666,1.3333333333333333,1.5263157894736843,3.45,0,13.68421052631579,0.9743589743589743,2.368421052631579,0.7894736842105263,1.2666666666666666
2020-12-30,6.8,10.3,3.3,26.0,6.9,6.5,6,7,3,100.0,5,10,2,12,0,1,1.4714285714285715,0.42857142857142855,0.3203883495145631,5.266666666666667,0,9.70873786407767,1.5147058823529413,2.524271844660194,0.6796116504854368,1.4714285714285715
2020-08-10,5.7,8.1,2.8,14.0,7.7,6.1,10,6,3,100.0,18,10,0,8,0,0,1.3499999999999999,0.5,0.345679012345679,4.991666666666666,0,12.345679012345679,1.4210526315789473,1.7283950617283952,0.7407407407407408,1.3499999999999999
2022-10-01,6.5,4.8,6.8,15.0,6.9,6.7,6,4,4,64.0,2,10,5,10,1,1,1.2,1.0,1.4166666666666667,5.325,0,13.333333333333334,0.7384615384615384,3.125,0.8333333333333334,1.2
2020-02-24,6.6,6.9,5.2,34.0,6.0,5.0,6,1,3,84.0,8,10,0,2,0,0,6.9,3.0,0.7536231884057971,4.683333333333334,0,12.17391304347826,1.0454545454545456,4.927536231884058,0.14492753623188406,6.9
2022-04-09,8.3,4.1,8.4,49.0,7.4,7.6,6,3,4,63.0,14,10,5,4,1,1,1.3666666666666665,1.3333333333333333,2.048780487804878,6.233333333333333,1,15.365853658536587,0.49397590361445776,11.951219512195124,0.7317073170731708,1.3666666666666665
2020-07-20,6.6,1.3,2.4,42.0,6.6,7.6,6,4,3,32.0,19,7,0,7,0,0,0.325,0.75,1.846153846153846,5.549999999999999,0,24.615384615384613,0.196969696969697,32.30769230769231,3.0769230769230766,0.325
2023-02-15,6.2,6.3,6.1,25.0,5.9,6.2,8,4,5,68.0,25,10,2,2,0,0,1.575,1.25,0.9682539682539683,5.325,0,10.793650793650794,1.0161290322580645,5.0,0.6349206349206349,1.575
2024-02-11,5.2,10.2,7.5,27.0,7.2,4.7,8,6,5,100.0,25,10,6,2,1,0,1.7,0.8333333333333334,0.7352941176470589,4.5,0,9.803921568627452,1.9615384615384612,2.647058823529412,0.5882352941176471,1.7
2022-09-11,5.3,9.1,5.2,18.0,7.9,6.7,8,3,4,93.0,13,10,6,9,1,0,3.033333333333333,1.3333333333333333,0.5714285714285715,5.125,0,10.21978021978022,1.7169811320754718,1.978021978021978,0.32967032967032966,3.033333333333333
2022-06-02,7.4,7.4,3.2,28.0,9.0,7.5,8,7,3,89.0,19,10,3,6,0,0,1.0571428571428572,0.42857142857142855,0.43243243243243246,6.208333333333333,1,12.027027027027026,1.0,3.7837837837837838,0.9459459459459459,1.0571428571428572
2021-09-09,8.5,5.1,4.9,10.0,7.9,6.7,8,5,2,93.0,11,10,3,9,0,0,1.02,0.4,0.9607843137254903,5.8583333333333325,1,18.23529411764706,0.6,1.9607843137254903,0.9803921568627452,1.02
2024-04-01,8.7,5.6,5.8,13.0,4.7,8.1,3,3,4,71.0,6,10,0,4,0,1,1.8666666666666665,1.3333333333333333,1.0357142857142858,5.483333333333333,1,12.678571428571429,0.6436781609195402,2.3214285714285716,0.5357142857142857,1.8666666666666665
2022-11-22,7.0,11.8,3.6,15.0,7.7,5.4,7,4,3,100.0,11,10,1,11,0,1,2.95,0.75,0.30508474576271183,5.15,1,8.47457627118644,1.6857142857142857,1.271186440677966,0.3389830508474576,2.95
2021-02-15,7.2,5.2,4.9,75.0,7.5,9.6,8,6,2,71.0,11,10,0,2,0,0,0.8666666666666667,0.3333333333333333,0.9423076923076923,6.699999999999999,1,13.653846153846153,0.7222222222222222,14.423076923076923,1.1538461538461537,0.8666666666666667
2022-04-11,8.7,4.5,4.4,85.0,7.7,10.0,8,4,3,77.0,19,10,0,4,0,1,1.125,0.75,0.9777777777777779,7.308333333333333,1,17.11111111111111,0.5172413793103449,18.88888888888889,0.8888888888888888,1.125
2022-10-17,7.9,1.8,1.4,12.0,6.1,7.3,7,7,7,37.0,19,9,0,10,0,1,0.2571428571428572,1.0,0.7777777777777777,5.425,1,20.555555555555554,0.22784810126582278,6.666666666666666,3.888888888888889,0.2571428571428572
2022-03-27,6.9,3.8,2.8,64.0,8.4,5.7,5,2,1,74.0,24,10,6,3,1,1,1.9,0.5,0.7368421052631579,5.783333333333333,0,19.473684210526315,0.5507246376811593,16.842105263157894,0.5263157894736842,1.9
2020-03-07,5.4,4.0,3.0,20.0,6.7,5.5,5,3,3,84.0,21,10,5,3,1,1,1.3333333333333333,1.0,0.75,4.566666666666667,0,21.0,0.7407407407407407,5.0,0.75,1.3333333333333333
2020-05-04,8.3,9.4,6.3,22.0,9.1,7.7,3,1,4,100.0,6,10,0,5,0,1,9.4,4.0,0.6702127659574467,6.458333333333333,1,10.638297872340425,1.1325301204819276,2.3404255319148937,0.10638297872340426,9.4
2023-08-21,7.6,4.3,1.5,58.0,6.3,9.6,6,1,4,73.0,9,10,0,8,0,0,4.3,4.0,0.3488372093023256,6.358333333333333,1,16.976744186046513,0.5657894736842105,13.488372093023257,0.23255813953488372,4.3
2025-10-06,6.1,11.8,3.5,14.0,6.2,8.7,7,6,2,100.0,4,10,0,10,0,1,1.9666666666666668,0.3333333333333333,0.2966101694915254,5.366666666666666,0,8.47457627118644,1.9344262295081969,1.1864406779661016,0.5084745762711864,1.9666666666666668
2025-12-21,7.6,5.5,9.0,28.0,8.9,7.0,8,2,1,82.0,19,10,6,12,1,1,2.75,0.5,1.6363636363636365,6.108333333333333,1,14.909090909090908,0.7236842105263158,5.090909090909091,0.36363636363636365,2.75
2021-02-03,5.6,2.5,7.5,8.0,6.3,8.5,4,1,9,49.0,9,6,2,2,0,0,2.5,9.0,3.0,5.166666666666666,0,19.6,0.44642857142857145,3.2,0.4,2.5
2024-01-16,5.6,2.0,6.7,26.0,6.7,5.3,7,7,9,38.0,16,4,1,1,0,0,0.2857142857142857,1.2857142857142858,3.35,4.616666666666667,0,19.0,0.35714285714285715,13.0,3.5,0.2857142857142857
2022-09-16,6.5,6.7,3.5,12.0,6.8,8.2,3,5,4,84.0,6,10,4,9,0,0,1.34,0.8,0.5223880597014925,5.475,0,12.53731343283582,1.0307692307692309,1.791044776119403,0.7462686567164178,1.34
2020-09-07,8.6,6.2,1.5,16.0,6.0,7.4,6,5,0,74.0,2,10,0,9,0,0,1.24,0.0,0.24193548387096772,5.633333333333334,1,11.935483870967742,0.7209302325581396,2.5806451612903225,0.8064516129032258,1.24
2023-09-19,6.5,5.9,3.8,42.0,8.9,6.0,6,7,3,70.0,10,10,1,9,0,0,0.8428571428571429,0.42857142857142855,0.6440677966101694,5.699999999999999,0,11.864406779661016,0.9076923076923078,7.11864406779661,1.1864406779661016,0.8428571428571429
2020-09-10,4.6,4.8,6.3,20.0,6.8,5.3,9,2,4,66.0,4,9,3,9,0,0,2.4,2.0,1.3125,4.341666666666667,0,13.75,1.0434782608695652,4.166666666666667,0.4166666666666667,2.4
2025-05-11,5.1,1.8,4.7,10.0,6.7,4.8,7,4,1,42.0,19,9,6,5,1,1,0.45,0.25,2.611111111111111,4.233333333333333,0,23.333333333333332,0.35294117647058826,5.555555555555555,2.2222222222222223,0.45
2020-08-15,6.6,4.8,4.3,44.0,7.7,7.7,10,2,1,62.0,7,10,5,8,1,0,2.4,0.5,0.8958333333333334,5.866666666666666,0,12.916666666666668,0.7272727272727273,9.166666666666668,0.4166666666666667,2.4
2022-01-18,3.2,5.8,3.6,29.0,4.8,4.9,4,4,6,76.0,9,10,1,1,0,0,1.45,1.5,0.6206896551724138,3.466666666666667,0,13.10344827586207,1.8124999999999998,5.0,0.6896551724137931,1.45
2023-10-11,7.0,5.8,3.5,21.0,8.0,5.8,5,2,4,77.0,15,10,2,10,0,1,2.9,2.0,0.603448275862069,5.375,1,13.275862068965518,0.8285714285714285,3.6206896551724137,0.3448275862068966,2.9
2025-10-14,6.0,2.3,6.0,26.0,6.2,6.1,9,6,7,48.0,0,5,1,10,0,1,0.3833333333333333,1.1666666666666667,2.608695652173913,4.791666666666666,0,20.869565217391305,0.3833333333333333,11.304347826086957,2.608695652173913,0.3833333333333333
2024-02-22,6.3,12.0,5.0,20.0,5.6,5.9,4,7,2,100.0,9,10,3,2,0,0,1.7142857142857142,0.2857142857142857,0.4166666666666667,4.616666666666666,0,8.333333333333334,1.9047619047619049,1.6666666666666667,0.5833333333333334,1.7142857142857142
2023-03-28,8.3,5.3,5.2,25.0,8.1,9.2,7,5,4,81.0,21,10,1,3,0,1,1.06,0.8,0.9811320754716982,5.325,1,15.283018867924529,0.6385542168674698,5.0,0.9433962264150944,1.06
2024-06-20,8.0,4.3,4.5,53.0,6.9,6.8,10,5,1,57.0,18,10,3,6,0,0,0.86,0.2,1.0465116279069768,5.325,1,13.255813953488373,0.5375,12.325581395348838,1.1627906976744187,0.86
2021-08-29,4.9,5.6,8.1,34.0,5.6,7.1,7,6,6,67.0,24,9,6,8,1,0,0.9333333333333332,1.0,1.4464285714285714,4.683333333333334,0,11.964285714285715,1.1428571428571428,6.071428571428572,1.0714285714285714,0.9333333333333332
2022-06-09,6.4,5.2,3.7,23.0,5.8,6.3,10,4,5,71.0,16,10,3,6,0,0,1.3,1.25,0.7115384615384616,4.816666666666666,0,13.653846153846153,0.8125,4.423076923076923,0.7692307692307692,1.3
2022-09-06,7.4,6.2,5.0,23.0,6.5,6.5,4,6,2,78.0,12,10,1,9,0,0,1.0333333333333334,0.3333333333333333,0.8064516129032258,5.291666666666666,1,12.580645161290322,0.8378378378378378,3.7096774193548385,0.9677419354838709,1.0333333333333334
2023-02-03,8.6,5.6,3.2,49.0,8.7,9.6,6,2,0,94.0,1,10,4,2,0,0,2.8,0.0,0.5714285714285715,7.133333333333333,1,16.78571428571429,0.6511627906976744,8.75,0.35714285714285715,2.8
2023-07-02,6.3,4.7,4.3,48.0,6.7,6.8,6,4,3,71.0,2,10,6,7,1,0,1.175,0.75,0.9148936170212765,5.3500000000000005,0,15.106382978723405,0.746031746031746,10.212765957446807,0.851063829787234,1.175
2023-10-17,6.1,3.0,5.2,25.0,6.6,6.1,8,5,2,48.0,24,9,1,10,0,1,0.6,0.4,1.7333333333333334,4.908333333333332,0,16.0,0.49180327868852464,8.333333333333334,1.6666666666666667,0.6
2023-03-16,6.9,10.1,5.6,42.0,6.9,7.2,10,3,1,100.0,19,10,3,3,0,1,3.3666666666666667,0.3333333333333333,0.5544554455445544,5.6,0,9.900990099009901,1.4637681159420288,4.158415841584159,0.297029702970297,3.3666666666666667
2021-12-07,2.4,6.5,6.8,3.0,6.3,4.1,3,2,7,77.0,12,9,1,12,0,1,3.25,3.5,1.0461538461538462,3.2249999999999996,0,11.846153846153847,2.7083333333333335,0.46153846153846156,0.3076923076923077,3.25
2022-01-31,6.7,5.8,5.6,12.0,9.1,7.4,8,5,2,71.0,11,10,0,1,0,0,1.16,0.4,0.9655172413793103,5.9,0,12.241379310344827,0.8656716417910447,2.0689655172413794,0.8620689655172414,1.16
2023-11-18,6.8,5.0,4.1,76.0,8.6,8.0,6,6,1,83.0,24,10,5,11,1,1,0.8333333333333334,0.16666666666666666,0.82,5.325,0,16.6,0.8285714285714285,15.2,1.2,0.8333333333333334
2022-09-27,4.9,5.5,5.0,7.0,6.4,7.1,8,6,7,74.0,5,10,1,9,0,0,0.9166666666666666,1.1666666666666667,0.9090909090909091,4.658333333333333,0,13.454545454545455,1.1224489795918366,1.2727272727272727,1.0909090909090908,0.9166666666666666
2023-08-27,6.3,3.6,8.6,23.0,7.0,4.9,4,7,8,42.0,12,7,6,8,1,0,0.5142857142857143,1.1428571428571428,2.388888888888889,4.741666666666667,0,11.666666666666666,0.5714285714285715,6.388888888888888,1.9444444444444444,0.5142857142857143
2023-12-06,6.1,6.2,7.5,29.0,7.4,5.5,6,3,4,82.0,13,10,2,12,0,1,2.066666666666667,1.3333333333333333,1.2096774193548387,4.991666666666666,0,13.225806451612902,1.0163934426229508,4.67741935483871,0.48387096774193544,2.066666666666667
2021-03-23,7.6,4.3,5.5,30.0,6.9,6.6,9,6,2,75.0,19,10,1,3,0,1,0.7166666666666667,0.3333333333333333,1.2790697674418605,5.525,1,17.441860465116278,0.5657894736842105,6.976744186046512,1.3953488372093024,0.7166666666666667
2021-08-13,6.0,1.9,8.1,40.0,6.0,6.8,4,6,9,24.0,1,5,4,8,0,0,0.31666666666666665,1.5,4.2631578947368425,5.325,0,12.631578947368421,0.31666666666666665,21.05263157894737,3.1578947368421053,0.31666666666666665
2024-09-16,8.6,4.5,2.9,55.0,8.4,8.6,7,2,3,72.0,1,10,0,9,0,0,2.25,1.5,0.6444444444444444,6.858333333333333,1,16.0,0.5232558139534884,12.222222222222221,0.4444444444444444,2.25
2025-12-15,8.4,1.2,5.3,34.0,7.1,6.8,8,4,4,44.0,3,7,0,12,0,1,0.3,1.0,4.416666666666667,5.858333333333333,1,36.66666666666667,0.14285714285714285,28.333333333333336,3.3333333333333335,0.3
2021-08-11,6.1,8.8,3.6,10.0,6.6,6.3,3,2,3,100.0,15,10,2,8,0,0,4.4,1.5,0.40909090909090906,4.833333333333333,0,11.363636363636363,1.4426229508196724,1.1363636363636362,0.22727272727272727,4.4
2024-07-15,5.9,6.1,5.6,44.0,7.7,8.3,7,2,1,90.0,22,10,0,7,0,0,3.05,0.5,0.9180327868852459,5.841666666666667,0,14.754098360655739,1.0338983050847457,7.213114754098361,0.3278688524590164,3.05
2025-11-22,6.6,1.0,4.6,24.0,4.3,6.1,8,5,10,40.0,16,5,5,11,1,1,0.2,2.0,4.6,4.45,0,40.0,0.15151515151515152,24.0,5.0,0.2
2021-01-02,5.2,2.1,4.2,25.0,4.7,5.7,6,6,4,51.0,21,6,5,1,1,0,0.35000000000000003,0.6666666666666666,2.0,5.325,0,24.285714285714285,0.40384615384615385,5.0,2.857142857142857,0.35000000000000003
2025-10-30,6.3,1.8,8.6,21.0,7.0,6.5,6,7,6,51.0,3,7,3,10,0,1,0.2571428571428572,0.8571428571428571,4.777777777777778,5.125,0,28.333333333333332,0.28571428571428575,11.666666666666666,3.888888888888889,0.2571428571428572
2024-04-23,5.6,10.4,7.3,7.0,7.4,4.8,8,6,3,100.0,21,10,1,4,0,1,1.7333333333333334,0.5,0.7019230769230769,4.508333333333334,0,9.615384615384615,1.8571428571428574,0.673076923076923,0.5769230769230769,1.7333333333333334
2020-06-18,9.3,3.4,2.2,34.0,8.5,9.2,3,2,2,54.0,6,10,3,6,0,0,1.7,1.0,0.6470588235294118,7.033333333333333,0,15.882352941176471,0.3655913978494623,10.0,0.5882352941176471,1.7
2023-12-11,7.4,8.8,4.4,19.0,8.5,6.6,4,7,1,100.0,2,10,0,12,0,1,1.2571428571428573,0.14285714285714285,0.5,5.783333333333333,1,11.363636363636363,1.1891891891891893,2.1590909090909087,0.7954545454545454,1.2571428571428573
2023-06-12,6.5,6.0,5.4,25.0,6.6,8.0,9,7,3,80.0,21,10,0,6,0,0,0.8571428571428571,0.42857142857142855,0.9,5.325,0,13.333333333333334,0.9230769230769231,5.0,1.1666666666666667,0.8571428571428571
2020-04-29,4.7,7.0,6.3,19.0,7.0,6.4,6,3,7,81.0,12,10,2,4,0,1,2.3333333333333335,2.3333333333333335,0.9,4.683333333333334,0,11.571428571428571,1.4893617021276595,2.7142857142857144,0.42857142857142855,2.3333333333333335
2020-03-28,5.5,2.6,12.490279465859972,26.0,5.3,7.7,6,3,10,54.0,6,7,5,3,1,1,0.8666666666666667,3.3333333333333335,4.803953640715374,4.841666666666667,0,20.76923076923077,0.4727272727272727,10.0,1.1538461538461537,0.8666666666666667
2025-02-02,4.2,2.8,7.4,3.0,5.6,5.8,8,2,4,55.0,16,8,6,2,1,0,1.4,2.0,2.6428571428571432,3.9250000000000003,0,19.642857142857142,0.6666666666666666,1.0714285714285714,0.7142857142857143,1.4
2022-11-04,6.9,3.1,5.3,25.0,7.9,6.0,6,7,5,44.0,22,8,4,11,0,1,0.4428571428571429,0.7142857142857143,1.7096774193548385,5.408333333333333,0,14.193548387096774,0.4492753623188406,8.064516129032258,2.258064516129032,0.4428571428571429
2023-12-10,6.7,5.6,3.5,97.0,8.3,7.3,9,4,2,71.0,16,10,6,12,1,1,1.4,0.5,0.625,6.383333333333334,0,12.678571428571429,0.835820895522388,17.321428571428573,0.7142857142857143,1.4
2020-02-19,6.0,6.5,3.6,17.0,7.6,7.2,8,6,3,94.0,22,10,2,2,0,0,1.0833333333333333,0.5,0.5538461538461539,5.341666666666667,0,14.461538461538462,1.0833333333333333,2.6153846153846154,0.9230769230769231,1.0833333333333333
2025-08-05,5.5,3.4,5.5,25.0,6.6,4.9,4,7,7,47.0,14,7,1,8,0,0,0.4857142857142857,1.0,1.6176470588235294,5.325,0,13.823529411764707,0.6181818181818182,5.0,2.058823529411765,0.4857142857142857
2024-10-19,6.1,6.5,5.7,10.0,6.6,4.3,8,6,4,87.0,8,10,5,10,1,1,1.0833333333333333,0.6666666666666666,0.8769230769230769,4.333333333333333,0,13.384615384615385,1.0655737704918034,1.5384615384615385,0.9230769230769231,1.0833333333333333
2025-08-08,7.1,6.0,4.2,13.0,7.6,5.9,7,5,4,79.0,18,10,4,8,0,0,1.2,0.8,0.7000000000000001,5.258333333333334,1,13.166666666666666,0.8450704225352114,2.1666666666666665,0.8333333333333334,1.2
2024-06-02,6.7,6.1,3.4,24.0,6.7,7.2,5,4,5,86.0,24,10,6,6,1,0,1.525,1.25,0.5573770491803279,5.3500000000000005,0,14.098360655737705,0.9104477611940298,3.934426229508197,0.6557377049180328,1.525
2024-08-17,6.8,3.0,6.5,0.0,4.2,5.5,9,4,4,59.0,3,6,5,8,1,0,0.75,1.0,2.1666666666666665,5.325,0,19.666666666666668,0.8285714285714285,0.0,1.3333333333333333,0.75
2020-07-26,6.8,3.9,4.5,40.0,9.2,6.5,6,2,1,72.0,20,10,6,7,1,0,1.95,0.5,1.153846153846154,5.325,0,18.461538461538463,0.8285714285714285,10.256410256410257,0.5128205128205129,1.95
2024-10-10,5.5,2.7,6.0,0.0,7.7,3.9,5,7,6,55.0,24,5,3,10,0,1,0.38571428571428573,0.8571428571428571,2.222222222222222,4.2749999999999995,0,20.37037037037037,0.49090909090909096,0.0,2.5925925925925926,0.38571428571428573
2023-11-23,6.2,2.7,8.2,10.0,3.8,5.6,6,7,7,35.0,0,4,3,11,0,1,0.38571428571428573,1.0,3.0370370370370368,3.9833333333333334,0,12.962962962962962,0.43548387096774194,3.7037037037037033,2.5925925925925926,0.38571428571428573
2020-11-08,6.5,0.5,8.1,0.0,6.3,5.4,5,4,5,19.0,12,5,6,11,1,1,0.125,1.25,16.2,4.550000000000001,0,38.0,0.07692307692307693,0.0,8.0,0.125
2021-02-14,7.1,2.9,5.6,43.0,6.3,5.6,6,4,3,51.0,1,8,6,2,1,0,0.725,0.75,1.9310344827586206,5.108333333333333,1,17.586206896551726,0.4084507042253521,14.827586206896552,1.3793103448275863,0.725
2023-12-27,9.0,8.4,2.3,3.0,7.2,10.0,4,5,1,100.0,13,10,2,12,0,1,1.6800000000000002,0.2,0.2738095238095238,6.575,1,11.904761904761905,0.9333333333333333,0.35714285714285715,0.5952380952380952,1.6800000000000002
2025-10-19,6.5,5.0,5.7,35.0,6.8,6.8,4,4,5,73.0,12,10,6,10,1,1,1.25,1.25,1.1400000000000001,5.325,0,14.6,0.7692307692307693,7.0,0.8,1.25
2021-02-22,4.9,7.1,5.0,11.0,6.4,5.0,4,7,2,81.0,13,10,0,2,0,0,1.0142857142857142,0.2857142857142857,0.7042253521126761,4.166666666666667,0,11.408450704225352,1.4489795918367345,1.5492957746478875,0.9859154929577465,1.0142857142857142
2023-01-23,6.1,7.2,4.9,52.0,6.1,6.2,6,4,5,86.0,0,10,0,1,0,0,1.8,1.25,0.6805555555555556,5.033333333333333,0,11.944444444444445,1.1803278688524592,7.222222222222222,0.5555555555555556,1.8
2023-08-13,7.9,3.8,5.5,25.0,8.1,7.7,4,3,3,61.0,13,10,6,8,1,0,1.2666666666666666,1.0,1.4473684210526316,6.133333333333333,1,16.05263157894737,0.48101265822784806,6.578947368421053,0.7894736842105263,1.2666666666666666
2022-11-15,5.3,5.8,6.4,2.0,4.9,7.4,8,3,3,65.0,24,10,1,11,0,1,1.9333333333333333,1.0,1.103448275862069,4.416666666666667,0,11.206896551724139,1.0943396226415094,0.3448275862068966,0.5172413793103449,1.9333333333333333
2020-05-21,7.0,4.5,1.6,47.0,7.5,8.1,6,2,4,48.0,8,10,3,5,0,1,2.25,2.0,0.35555555555555557,6.041666666666667,1,10.666666666666666,0.6428571428571429,10.444444444444445,0.4444444444444444,2.25
2022-12-10,5.5,2.6,11.4,17.0,4.8,5.8,5,5,8,50.0,3,6,5,12,1,1,0.52,1.6,4.384615384615385,4.166666666666667,0,19.23076923076923,0.4727272727272727,6.538461538461538,1.923076923076923,0.52
2023-10-12,7.0,6.8,4.3,40.0,6.6,7.9,9,5,5,80.0,25,10,3,10,0,1,1.3599999999999999,1.0,0.6323529411764706,5.708333333333333,1,11.764705882352942,0.9714285714285714,5.882352941176471,0.7352941176470589,1.3599999999999999
2022-11-25,6.1,3.0,8.5,18.0,5.3,5.2,10,5,6,48.0,25,8,4,11,0,1,0.6,1.2,2.8333333333333335,4.3,0,16.0,0.49180327868852464,6.0,1.6666666666666667,0.6
2021-05-18,5.0,3.8,10.3,25.0,5.7,7.2,5,5,9,53.0,14,8,1,5,0,1,0.76,1.8,2.710526315789474,4.683333333333333,0,13.947368421052632,0.76,6.578947368421053,1.3157894736842106,0.76
2020-04-30,7.3,9.3,6.8,39.0,6.4,7.2,7,2,4,100.0,3,10,3,4,0,1,4.65,2.0,0.7311827956989246,5.55,1,10.75268817204301,1.2739726027397262,4.193548387096774,0.2150537634408602,4.65
2025-03-26,5.5,4.7,4.6,21.0,5.4,6.0,5,7,3,74.0,14,10,2,3,0,1,0.6714285714285715,0.42857142857142855,0.978723404255319,4.3999999999999995,0,15.74468085106383,0.8545454545454546,4.468085106382978,1.4893617021276595,0.6714285714285715
2021-06-02,7.3,8.2,4.5,20.0,8.4,7.2,10,7,1,94.0,4,10,2,6,0,0,1.1714285714285713,0.14285714285714285,0.5487804878048781,5.891666666666667,1,11.463414634146343,1.1232876712328765,2.439024390243903,0.853658536585366,1.1714285714285713
2021-02-27,6.8,4.1,5.6,46.0,9.9,7.3,7,4,4,60.0,3,10,5,2,1,0,1.025,1.0,1.3658536585365855,6.383333333333334,0,14.634146341463415,0.6029411764705882,11.219512195121952,0.9756097560975611,1.025
2024-10-16,8.1,9.6,3.3,56.0,8.2,5.8,8,6,1,100.0,19,10,2,10,0,1,1.5999999999999999,0.16666666666666666,0.34375,5.991666666666666,1,10.416666666666668,1.1851851851851851,5.833333333333334,0.625,1.5999999999999999
2023-08-12,6.9,3.6,4.8,56.0,9.0,7.9,6,3,4,60.0,7,10,5,8,1,0,1.2,1.3333333333333333,1.3333333333333333,6.416666666666667,0,16.666666666666668,0.5217391304347826,15.555555555555555,0.8333333333333333,1.2
2022-05-19,7.0,8.3,3.9,59.0,7.8,8.5,8,4,1,100.0,17,10,3,5,0,1,2.075,0.25,0.4698795180722891,6.316666666666666,1,12.048192771084336,1.1857142857142857,7.108433734939759,0.48192771084337344,2.075
2022-02-23,8.2,4.4,3.7,45.0,7.2,8.3,8,6,3,65.0,3,10,2,2,0,0,0.7333333333333334,0.5,0.8409090909090908,6.3,1,14.772727272727272,0.5365853658536587,10.227272727272727,1.3636363636363635,0.7333333333333334
2020-12-12,7.2,4.8,4.6,46.0,7.8,7.7,7,3,3,72.0,20,10,5,12,1,1,1.5999999999999999,1.0,0.9583333333333333,6.058333333333334,1,15.0,0.6666666666666666,9.583333333333334,0.625,1.5999999999999999
2020-03-17,6.4,7.8,4.6,18.0,5.0,7.5,9,6,5,92.0,4,10,1,3,0,1,1.3,0.8333333333333334,0.5897435897435898,4.875,0,11.794871794871796,1.21875,2.307692307692308,0.7692307692307693,1.3
2021-04-21,5.6,8.0,6.1,40.0,7.1,7.5,5,5,4,94.0,22,10,2,4,0,1,1.6,0.8,0.7625,5.383333333333333,0,11.75,1.4285714285714286,5.0,0.625,1.6
2022-08-14,6.3,0.9,12.7,0.0,6.7,4.7,6,4,10,29.0,17,2,6,8,1,0,0.225,2.5,14.11111111111111,4.425,0,32.22222222222222,0.14285714285714288,0.0,4.444444444444445,0.225
2025-03-21,7.3,5.7,2.0,46.0,8.4,7.5,6,5,3,76.0,21,10,4,3,0,1,1.1400000000000001,0.6,0.3508771929824561,6.183333333333334,1,13.333333333333332,0.7808219178082192,8.070175438596491,0.8771929824561403,1.1400000000000001
2020-05-18,6.8,4.4,5.8,51.0,8.6,8.5,8,2,5,67.0,24,10,0,5,0,1,2.2,2.5,1.3181818181818181,5.325,0,15.227272727272727,0.8285714285714285,11.59090909090909,0.45454545454545453,2.2
2024-10-11,5.4,8.9,5.0,15.0,5.2,6.7,3,7,2,97.0,15,10,4,10,0,1,1.2714285714285716,0.2857142857142857,0.5617977528089887,4.45,0,10.898876404494382,1.6481481481481481,1.6853932584269662,0.7865168539325842,1.2714285714285716
2021-08-18,7.6,4.0,6.3,45.0,8.1,6.7,3,5,1,66.0,14,10,2,8,0,0,0.8,0.2,1.575,5.975,1,16.5,0.5263157894736842,11.25,1.25,0.8
2020-09-03,8.3,7.2,3.1,21.0,7.0,7.7,3,3,2,72.0,2,10,3,9,0,0,2.4,0.6666666666666666,0.4305555555555556,5.925,1,10.0,0.8674698795180722,2.9166666666666665,0.41666666666666663,2.4
2020-06-05,5.8,3.3,2.9,0.0,6.5,7.3,6,7,4,37.0,11,8,4,6,0,0,0.4714285714285714,0.5714285714285714,0.8787878787878788,4.9,0,11.212121212121213,0.5689655172413793,0.0,2.121212121212121,0.4714285714285714
2025-03-18,7.1,10.7,2.9,37.0,6.9,6.0,7,7,2,100.0,8,10,1,3,0,1,1.5285714285714285,0.2857142857142857,0.2710280373831776,5.325,1,9.345794392523365,1.5070422535211268,3.457943925233645,0.6542056074766356,1.5285714285714285
2024-01-21,8.3,7.3,2.7,28.0,7.0,8.4,3,7,2,93.0,6,10,6,1,1,0,1.042857142857143,0.2857142857142857,0.36986301369863017,6.158333333333334,1,12.73972602739726,0.8795180722891566,3.8356164383561646,0.9589041095890412,1.042857142857143
2022-05-07,3.4,6.2,7.7,32.0,5.0,5.6,9,7,6,65.0,18,7,5,5,1,1,0.8857142857142858,0.8571428571428571,1.2419354838709677,3.7666666666666666,0,10.483870967741936,1.823529411764706,5.161290322580645,1.129032258064516,0.8857142857142858
2025-05-22,5.8,12.0,6.0,21.0,5.2,5.5,8,5,4,100.0,4,10,3,5,0,1,2.4,0.8,0.5,4.3,0,8.333333333333334,2.0689655172413794,1.75,0.4166666666666667,2.4
2022-11-27,7.4,4.6,3.9,4.0,7.0,6.8,3,5,1,68.0,12,10,6,11,1,1,0.9199999999999999,0.2,0.8478260869565218,5.325,1,14.782608695652176,0.6216216216216215,0.8695652173913044,1.0869565217391306,0.9199999999999999
2021-05-15,6.4,4.5,5.9,42.0,7.0,7.3,8,1,1,81.0,1,10,5,5,1,1,4.5,1.0,1.3111111111111111,5.5249999999999995,0,18.0,0.703125,9.333333333333334,0.2222222222222222,4.5
