date,sleep_hours,study_hours,screen_time,exercise_minutes,mood_score,energy_level,task_difficulty,study_sessions,distractions,goal_completion,subject,productivity_rating
2022-12-28,7.7,1.9,8.5,13.0,6.2,7.1,4,2,7,42.0,Political Science,7
2024-11-09,6.9,5.7,6.6,26.0,6.7,7.1,4,7,5,75.0,Economics,10
2023-12-01,4.6,8.2,3.9,30.0,6.7,5.4,10,5,4,97.0,Operating Systems,10
2023-02-01,5.5,7.9,5.9,1.0,6.2,4.1,10,1,3,88.0,Engineering Mathematics,10
2023-11-04,,10.3,7.8,12.0,7.0,3.9,9,5,2,100.0,Database Systems,10
2025-09-24,8.4,5.5,4.5,79.0,9.6,7.5,8,1,2,92.0,Exam Revision,10
2020-07-21,6.4,5.9,5.0,28.0,8.8,7.7,5,2,2,89.0,History,10
2024-07-26,5.7,3.9,3.0,36.0,,6.6,7,2,5,58.0,Economics,10
2024-01-15,8.4,5.3,4.6,21.0,8.4,7.1,10,2,5,96.0,Machine Learning,10
2022-07-04,8.7,8.4,3.7,39.0,9.7,8.4,8,5,2,100.0,Economics,10
2023-07-25,4.2,5.4,4.2,10.0,6.1,7.2,8,2,3,70.0,Computer Networks,10
2023-05-16,6.6,8.1,3.2,83.0,9.7,5.5,8,3,2,94.0,Biology,10
2025-07-11,,7.6,3.6,25.0,6.0,5.7,5,1,5,100.0,Computer Science,10
2024-07-09,6.2,4.3,5.4,33.0,5.5,7.2,5,5,5,80.0,Business Studies,10
2023-03-11,7.0,4.7,3.8,31.0,8.0,5.4,8,3,2,78.0,Mathematics,10
2023-07-05,5.0,5.6,3.6,20.0,5.8,6.3,3,2,4,68.0,Business Studies,10
2020-04-01,7.5,6.7,3.0,54.0,6.9,7.2,10,4,0,87.0,Electronics,10
2021-06-17,6.7,6.1,3.0,42.0,9.1,6.3,7,5,1,77.0,Reasoning,10
2024-12-01,7.1,7.8,4.4,51.0,8.4,7.3,9,7,3,100.0,Machine Learning,10
2023-09-22,5.5,7.7,4.1,19.0,6.1,5.9,6,1,4,89.0,Chemistry,10
2021-05-01,5.2,7.3,6.3,19.0,6.4,5.5,5,4,4,81.0,Current Affairs,10
2024-05-17,7.0,5.5,5.7,9.0,6.1,6.3,9,3,4,73.0,Engineering Mathematics,10
2022-06-07,6.7,5.0,2.9,26.0,5.1,5.6,6,2,1,68.0,Database Systems,10
2023-03-14,6.6,0.5,4.6,22.0,6.0,6.6,7,2,8,6.0,Computer Science,5
2024-08-20,7.3,0.6,2.9,0.0,6.7,6.6,6,2,5,42.0,Economics,8
2023-03-11,5.0,4.6,7.0,43.0,6.9,5.9,7,6,3,63.0,Biology,8
2021-01-21,7.8,8.1,3.6,38.0,8.0,7.1,5,1,2,100.0,English,10
2023-02-06,6.2,6.0,6.7,9.0,7.0,6.5,7,6,5,56.0,Business Studies,10
2023-09-16,7.7,6.6,4.5,19.0,8.0,6.5,7,7,2,73.0,Research,10
2025-08-31,6.1,2.5,8.5,41.0,7.3,6.5,9,3,7,46.0,Database Systems,7
2020-03-26,4.6,12.0,2.7,20.0,8.1,7.2,6,2,5,100.0,Accountancy,10
2020-08-26,7.5,3.2,1.6,47.0,7.7,8.2,10,6,3,66.0,Machine Learning,10
2020-05-11,5.4,8.1,3.5,24.0,7.7,6.8,7,4,3,99.0,Research,10
2021-03-15,6.9,5.5,5.2,18.0,6.8,6.6,6,7,2,78.0,Current Affairs,10
2021-01-16,6.8,3.4,5.8,36.0,6.9,5.2,7,6,2,66.0,Programming,10
2022-01-12,6.0,2.6,3.9,0.0,5.8,,8,6,10,35.0,Computer Networks,4
2022-09-13,7.1,4.9,2.5,10.0,7.3,7.9,3,5,1,85.0,Business Studies,10
2022-11-19,7.9,2.7,8.4,26.0,7.0,7.2,10,5,4,45.0,Programming,9
2020-09-03,4.4,5.8,6.7,2.0,6.4,5.7,7,3,4,66.0,Data Structures,10
2024-05-12,4.3,2.1,7.9,30.0,,6.1,10,3,7,45.0,Physics,5
2025-05-14,6.2,5.4,2.5,43.0,7.0,7.1,5,4,1,80.0,Accountancy,10
2025-08-25,7.9,6.8,3.4,58.0,8.4,8.2,6,1,2,84.0,Reasoning,10
2020-10-28,7.4,1.7,7.6,25.0,6.7,6.6,7,2,8,23.0,Computer Networks,4
2020-12-25,7.9,7.2,3.0,29.0,6.9,8.6,7,5,4,99.0,Political Science,10
2021-03-19,,8.3,3.1,28.0,5.8,7.8,8,1,2,96.0,Machine Learning,10
2025-06-22,6.7,6.0,5.2,48.0,6.9,5.6,8,2,3,86.0,Computer Science,10
2021-08-17,5.2,1.4,5.4,40.0,8.3,5.4,10,4,6,44.0,Electronics,6
2022-05-04,5.8,6.3,6.0,28.0,7.1,5.0,8,2,3,63.0,Biology,10
2025-10-26,6.4,6.2,2.8,57.0,6.6,8.1,9,3,1,86.0,Computer Science,10
2025-04-05,9.1,9.2,1.8,71.0,9.5,8.9,6,7,1,100.0,Engineering Mathematics,10
2025-03-24,6.9,0.8,7.4,5.0,7.1,5.9,8,5,10,35.0,Research,4
2022-04-21,5.7,8.8,2.3,8.0,4.5,7.0,5,4,3,86.0,Programming,10
2025-11-12,8.1,7.3,3.0,34.0,6.9,8.3,8,4,1,100.0,Engineering Mathematics,10
2021-04-09,6.9,4.6,2.8,17.0,8.2,6.5,9,3,4,76.0,Physics,10
2020-05-30,7.1,6.1,4.5,66.0,9.5,7.0,7,6,3,95.0,Mathematics,10
2020-07-04,4.5,3.5,6.0,10.0,6.6,6.9,8,5,4,50.0,Physics,8
2021-02-24,6.5,6.8,8.3,15.0,7.3,5.9,8,6,6,82.0,Accountancy,10
2020-01-24,6.4,3.9,3.6,5.0,5.8,7.6,9,6,9,56.0,Electronics,9
2022-02-20,5.0,2.2,9.3,0.0,6.2,3.6,4,3,9,38.0,Project Work,4
2024-09-05,6.2,4.8,5.9,19.0,6.9,7.0,3,5,3,71.0,Exam Revision,10
2024-04-14,8.8,6.2,1.0,47.0,8.1,8.5,6,5,1,100.0,Biology,10
2021-12-04,5.4,2.6,11.1,9.0,6.6,5.7,5,2,5,54.0,Business Studies,7
2022-03-09,8.4,8.1,1.8,30.0,,7.3,6,7,0,100.0,Chemistry,10
2021-10-11,4.4,2.8,9.4,18.0,4.7,3.7,7,6,6,57.0,Database Systems,6
2022-08-11,8.7,4.3,3.8,25.0,6.7,6.9,4,4,2,69.0,Biology,10
2021-04-08,7.2,7.6,2.3,16.0,6.7,7.0,7,3,4,93.0,Reasoning,10
2024-12-10,6.6,5.0,3.4,,7.7,6.0,6,1,1,85.0,Chemistry,10
2020-12-23,7.1,10.1,1.2,53.0,5.9,10.0,5,2,3,100.0,English,10
2024-06-10,,7.2,3.6,44.0,7.7,6.5,7,3,0,100.0,Data Structures,10
2025-06-10,7.8,6.2,4.9,49.0,5.3,7.4,5,2,1,88.0,History,10
2020-09-16,6.9,6.1,5.2,51.0,8.9,6.7,6,1,3,91.0,Engineering Mathematics,10
2024-08-08,6.2,5.0,4.9,33.0,7.8,7.0,7,1,1,79.0,Database Systems,10
2022-04-27,7.2,7.4,2.6,24.0,7.9,5.5,8,7,1,100.0,Quantitative Aptitude,10
2022-08-10,8.5,8.1,1.3,50.0,9.5,9.1,5,1,0,99.0,Programming,10
2024-03-26,6.7,4.2,3.8,13.0,7.0,6.0,8,3,5,71.0,Biology,9
2024-09-03,,2.6,2.3,35.0,7.3,7.9,8,5,4,64.0,Database Systems,10
2020-06-13,7.2,5.1,2.7,51.0,7.8,8.3,7,2,1,81.0,Computer Networks,10
2025-09-24,8.5,7.3,1.9,54.0,8.2,8.3,8,2,2,100.0,Economics,10
2021-01-10,6.3,8.2,7.9,10.0,7.0,7.0,8,4,5,100.0,Research,10
2021-10-17,8.1,2.8,4.8,,6.6,7.7,6,4,1,54.0,Physics,10
2020-12-05,4.9,7.0,4.7,37.0,6.6,4.5,2,1,1,100.0,Current Affairs,10
2022-02-19,8.2,5.8,2.6,42.0,8.5,8.2,9,5,1,79.0,Computer Science,10
2023-04-25,5.3,8.1,5.0,7.0,4.2,5.7,6,7,6,91.0,Programming,10
2021-06-02,8.3,4.1,7.3,32.0,6.8,6.7,7,6,2,74.0,Data Structures,10
2020-04-12,6.7,4.1,4.6,50.0,7.0,7.9,10,7,2,70.0,Engineering Mathematics,10
2024-06-11,8.9,3.2,2.1,24.0,7.5,9.2,6,4,2,59.0,Physics,10
2021-10-30,5.6,3.0,10.0,12.0,5.1,5.6,8,4,10,43.0,Reasoning,5
2021-09-21,7.9,5.3,4.6,33.0,7.6,9.0,9,1,3,76.0,Chemistry,10
2024-02-14,6.7,5.3,5.2,25.0,6.9,7.1,3,7,1,78.0,Business Studies,10
2022-11-05,4.9,7.0,3.6,35.0,7.2,5.5,6,6,5,79.0,Computer Networks,10
2024-07-28,6.8,6.1,6.9,13.0,6.0,5.7,6,1,5,85.0,Business Studies,9
2025-12-25,4.0,3.3,5.2,15.0,5.7,6.8,4,6,7,54.0,History,8
2024-03-18,7.1,8.1,1.1,39.0,8.2,7.2,5,1,3,100.0,Geography,10
2023-09-14,5.9,7.1,2.0,22.0,4.8,6.3,8,5,5,87.0,Physics,10
2025-01-16,8.1,8.3,2.0,,6.8,9.5,9,2,1,98.0,Operating Systems,10
2021-03-19,6.8,8.1,5.4,34.0,8.4,6.6,6,3,2,100.0,Programming,10
2022-05-05,7.4,3.4,2.5,35.0,6.9,7.1,8,1,2,59.0,Quantitative Aptitude,10
2025-07-10,5.5,6.2,4.0,15.0,6.0,5.7,9,1,3,77.0,Chemistry,8
2024-12-03,7.3,9.3,2.7,9.0,8.5,5.7,7,2,2,100.0,Computer Networks,10
2020-03-01,4.1,7.3,6.2,0.0,4.0,3.9,5,5,2,99.0,Exam Revision,10
2021-01-17,7.1,5.5,4.1,31.0,7.4,9.5,10,7,3,94.0,Mathematics,10
2021-10-07,3.3,9.1,7.5,7.0,6.1,4.2,6,3,7,99.0,Programming,10
2023-01-09,7.9,8.1,1.3,29.0,8.6,7.8,4,3,2,94.0,Geography,10
2020-05-01,5.5,7.9,3.9,0.0,6.7,,9,1,4,84.0,Operating Systems,10
2020-04-24,7.7,6.3,2.2,50.0,7.4,7.5,5,7,3,85.0,Biology,10
2020-03-05,5.9,8.1,5.3,31.0,8.1,5.9,7,1,4,99.0,Project Work,10
2024-05-19,8.8,5.2,1.8,67.0,9.8,9.4,6,7,3,78.0,Data Structures,10
2023-03-12,7.0,1.2,8.0,36.0,7.8,5.4,5,3,10,29.0,Chemistry,5
2020-09-29,7.6,4.9,3.5,14.0,6.7,7.9,6,2,3,86.0,History,10
2020-05-15,5.8,0.5,7.9,18.0,6.0,5.7,3,1,6,43.0,English,6
2024-11-24,7.1,5.1,4.0,29.0,7.2,7.2,5,7,2,70.0,Geography,10
2020-12-22,8.2,6.8,2.1,49.0,8.6,8.6,9,2,1,94.0,Physics,10
2021-02-07,5.9,5.9,5.1,13.0,5.0,5.0,7,7,2,82.0,Political Science,10
2025-07-07,5.4,7.5,5.0,12.0,5.9,7.6,6,4,4,92.0,Research,10
2025-04-28,6.2,1.9,11.1,25.0,8.1,6.5,7,5,9,41.0,Data Structures,4
2021-07-07,7.8,5.5,4.8,15.0,7.4,7.6,10,5,1,81.0,Computer Networks,10
2020-11-10,7.7,5.0,5.1,15.0,6.9,8.1,7,5,5,52.0,Research,10
2020-08-29,6.4,3.8,3.2,35.0,6.1,4.5,6,1,1,64.0,Exam Revision,10
2024-07-01,5.7,2.0,7.6,4.0,6.4,5.2,8,5,6,34.0,Data Structures,4
2022-06-04,8.1,3.3,2.8,30.0,4.9,8.7,6,3,5,46.0,Computer Networks,10
2023-06-08,4.2,7.4,4.5,8.0,7.8,5.7,3,3,3,96.0,English,10
2023-07-23,8.1,7.3,4.9,79.0,,9.4,6,5,3,88.0,Geography,10
2021-12-03,5.3,0.5,7.9,22.0,6.7,5.7,10,7,8,30.0,Mathematics,4
2025-12-06,6.8,7.7,3.7,27.0,9.1,7.9,9,4,1,95.0,Database Systems,10
2021-08-18,6.1,9.1,3.3,19.0,6.2,4.7,6,5,4,100.0,English,10
2025-04-02,6.4,12.0,5.1,29.0,7.6,5.5,7,6,4,100.0,Electronics,10
2020-10-12,6.6,2.2,7.9,,6.4,,5,5,7,40.0,Political Science,5
2024-10-25,5.8,2.0,9.3,12.0,4.3,7.4,7,3,9,26.0,Business Studies,4
2022-12-16,8.5,5.7,5.3,46.0,7.5,6.8,8,4,3,99.0,Chemistry,10
2024-12-16,4.7,8.5,6.2,,6.5,5.8,4,4,7,99.0,Economics,10
2020-09-21,4.4,4.0,4.5,0.0,5.8,7.2,2,5,3,77.0,English,10
2024-10-23,6.5,7.4,5.3,55.0,6.9,7.2,9,5,2,99.0,Physics,10
2025-04-29,6.4,4.5,1.8,24.0,6.8,6.7,7,1,3,63.0,Computer Science,10
2020-06-15,5.1,12.0,5.0,10.0,5.8,6.0,5,7,2,100.0,Accountancy,10
2024-09-29,6.6,3.8,7.2,31.0,6.5,7.2,6,6,1,59.0,Biology,10
2024-10-31,5.1,10.5,3.4,10.0,5.4,6.4,6,3,5,100.0,Exam Revision,10
2020-02-19,7.1,4.2,2.0,17.0,,6.9,9,5,2,67.0,Machine Learning,10
2024-04-25,8.7,6.1,4.1,24.0,9.5,8.3,8,3,2,100.0,Physics,10
2022-07-19,9.0,7.4,3.2,7.0,7.7,7.7,7,1,1,100.0,Economics,10
2023-03-14,7.0,12.0,1.7,17.0,4.3,8.6,10,5,5,100.0,Electronics,10
2025-10-19,7.0,9.0,3.5,10.0,5.5,7.4,6,5,3,100.0,Quantitative Aptitude,10
2020-02-20,7.6,6.7,4.4,15.0,7.6,7.0,8,7,3,87.0,Reasoning,10
2023-10-27,6.3,6.2,4.1,31.0,6.8,5.8,10,6,3,87.0,Research,10
2024-04-15,7.2,6.0,2.7,22.0,7.8,7.4,5,6,2,90.0,Quantitative Aptitude,10
2020-11-01,5.6,2.8,6.8,44.0,6.3,6.3,8,3,8,56.0,Chemistry,4
2024-01-30,6.8,3.3,4.8,28.0,6.3,,9,6,5,55.0,Computer Networks,9
2021-07-28,5.3,5.8,5.0,17.0,4.1,6.6,9,5,2,88.0,Quantitative Aptitude,10
2020-10-03,7.8,2.7,8.0,21.0,6.9,7.4,6,2,5,58.0,Mathematics,9
2021-02-04,7.7,3.9,4.9,50.0,7.2,6.8,4,1,4,65.0,Political Science,10
2020-01-19,6.2,7.4,2.9,77.0,7.4,8.2,9,2,2,85.0,Computer Networks,10
2025-06-21,7.6,6.5,3.2,49.0,6.2,8.2,7,1,1,99.0,Economics,10
2021-07-03,6.1,7.4,7.4,14.0,,5.4,8,4,6,92.0,Engineering Mathematics,10
2023-02-16,8.2,3.1,5.2,55.0,8.6,6.5,9,6,4,52.0,Accountancy,9
2022-11-23,8.2,5.7,2.2,42.0,7.2,8.4,4,7,3,92.0,Geography,10
2022-10-17,6.4,9.2,6.1,0.0,5.9,5.6,5,6,6,100.0,Chemistry,10
2020-11-08,6.2,5.2,14.081777426673801,19.0,6.8,6.8,7,4,2,92.0,Electronics,10
2024-05-21,5.3,4.1,7.5,17.0,6.8,6.2,9,1,7,39.0,Computer Science,8
2025-08-07,6.9,4.1,5.4,26.0,5.8,6.1,6,2,7,47.0,Computer Science,7
2020-08-18,7.9,6.7,0.5,63.0,8.3,8.2,9,7,3,79.0,Mathematics,10
2021-08-10,6.0,5.5,4.0,18.0,6.1,6.6,6,3,3,62.0,Economics,10
2021-07-04,5.2,6.4,4.9,29.0,6.7,6.3,7,2,1,89.0,Exam Revision,10
2022-06-06,5.2,3.4,5.7,14.0,5.4,5.4,7,3,4,70.0,Physics,8
2023-04-14,5.7,2.7,9.1,34.0,6.3,6.3,9,5,8,46.0,Data Structures,6
2020-06-16,7.3,4.8,4.8,54.0,6.5,8.9,7,5,1,70.0,Machine Learning,10
2020-12-14,7.0,4.4,5.2,54.0,6.9,7.3,7,7,4,67.0,Accountancy,10
2025-04-01,8.0,6.6,1.6,49.0,9.8,6.9,8,2,1,89.0,Exam Revision,10
2021-10-28,7.9,8.5,4.0,51.0,,5.9,8,4,0,100.0,Research,10
2025-04-09,5.1,4.5,7.1,32.0,7.3,6.0,10,5,4,69.0,Operating Systems,9
2023-03-15,5.0,3.9,3.8,38.0,6.0,4.4,7,7,5,58.0,Chemistry,8
2023-05-29,6.3,6.4,2.5,43.0,8.4,7.2,6,5,2,89.0,Political Science,10
2020-10-19,6.1,6.3,4.5,0.0,6.9,5.9,8,7,3,78.0,Engineering Mathematics,10
2020-08-29,8.1,2.7,4.6,52.0,6.1,7.0,5,2,4,38.0,Reasoning,10
2025-04-21,6.9,5.0,5.2,32.0,7.1,6.7,10,4,1,81.0,Operating Systems,10
2023-10-15,9.0,3.6,4.7,24.0,7.4,7.4,6,7,4,56.0,Economics,10
2020-01-31,6.0,5.9,5.0,30.0,8.2,7.2,6,7,4,84.0,Computer Networks,10
2024-07-17,7.4,5.8,4.8,20.0,8.4,7.5,10,6,5,83.0,Engineering Mathematics,10
2021-01-09,6.9,5.3,2.2,41.0,6.9,6.4,4,5,0,74.0,Project Work,10
2022-09-22,8.7,8.0,2.2,34.0,7.8,7.0,8,2,1,100.0,Research,10
2021-07-07,5.4,8.2,3.9,32.0,6.5,7.6,5,2,3,100.0,Political Science,10
2023-11-25,,3.8,4.4,31.0,7.3,7.8,7,2,1,61.0,Economics,10
2022-08-31,5.6,5.2,3.9,1.0,4.2,5.1,8,2,7,52.0,Programming,8
2021-05-20,7.7,2.9,6.4,42.0,8.5,7.9,7,6,5,51.0,Operating Systems,10
2025-05-17,8.0,7.1,4.0,58.0,8.3,6.5,9,4,1,91.0,Computer Science,10
2022-11-01,6.3,9.2,1.8,55.0,7.3,8.0,6,7,1,100.0,Physics,10
2023-04-02,7.2,7.0,3.7,37.0,8.5,6.6,10,2,3,85.0,Computer Networks,10
2023-11-30,6.7,6.9,2.5,24.0,6.4,8.1,5,6,5,94.0,Economics,10
2024-03-08,6.9,2.7,10.6,1.0,6.6,7.4,7,4,6,57.0,Exam Revision,7
2022-06-22,7.0,3.8,4.3,,7.7,8.2,7,4,1,59.0,Computer Networks,10
2020-07-23,6.0,3.2,2.1,,7.7,6.5,5,6,4,60.0,Biology,10
2021-11-14,6.1,3.9,6.6,34.0,7.9,6.0,6,5,5,54.0,Computer Networks,10
2025-08-04,8.9,7.3,3.4,14.0,8.6,8.7,6,3,1,99.0,Biology,10
2020-04-07,6.2,9.7,5.2,5.0,4.3,,7,1,7,84.0,Project Work,10
2021-02-05,5.6,3.9,5.7,34.0,6.3,7.0,2,3,4,64.0,English,10
2022-01-06,6.6,6.9,5.4,19.0,8.2,7.2,7,4,4,87.0,Research,10
2024-07-12,6.8,2.7,4.6,41.0,7.9,7.3,7,3,4,66.0,Computer Science,10
2022-09-04,7.8,4.0,7.1,62.0,7.0,6.9,7,5,5,53.0,Accountancy,7
2023-06-14,5.9,6.1,6.8,0.0,6.0,4.9,8,2,5,72.0,Electronics,10
2020-01-21,7.8,6.4,3.3,32.0,7.1,7.6,8,2,1,87.0,Exam Revision,10
2020-09-21,8.1,5.9,3.4,46.0,9.4,8.7,6,3,2,63.0,Database Systems,10
2024-11-05,6.5,4.0,4.5,0.0,7.2,6.5,9,5,1,59.0,Data Structures,9
2022-03-26,6.6,5.9,5.6,9.0,,6.3,7,7,4,81.0,Physics,10
2022-05-07,6.9,6.6,6.1,31.0,6.7,7.3,7,5,2,89.0,Electronics,10
2020-04-20,6.8,8.0,3.0,68.0,7.8,7.5,6,7,1,100.0,English,10
2021-10-24,7.0,2.2,9.6,27.0,5.7,7.1,7,6,10,26.0,Database Systems,4
2021-12-04,5.1,10.3,4.7,7.0,5.9,4.6,8,6,5,98.0,Reasoning,10
2025-05-19,6.4,4.0,4.9,28.0,5.8,6.4,7,5,3,54.0,Operating Systems,9
2022-07-18,8.4,3.0,8.3,25.0,5.5,7.9,9,5,10,38.0,Engineering Mathematics,6
2023-07-04,8.3,5.0,4.0,15.0,6.7,8.1,7,6,2,85.0,History,10
2022-01-15,6.2,3.1,4.1,29.0,5.8,5.6,6,2,4,50.0,Electronics,10
2022-09-09,6.8,1.6,6.7,11.0,6.8,6.8,7,2,10,18.0,Data Structures,6
2023-09-19,8.1,1.2,5.2,26.0,7.1,8.2,7,6,2,43.0,Database Systems,9
2020-08-24,7.1,7.1,4.0,63.0,7.1,7.4,10,2,1,94.0,Machine Learning,10
2024-08-23,8.9,6.0,3.0,27.0,7.6,8.2,6,1,3,84.0,Project Work,10
2022-04-18,6.1,1.4,5.7,23.0,3.5,7.1,8,2,8,18.0,Mathematics,3
2022-10-12,5.7,1.6,7.3,20.0,5.3,7.1,7,5,7,41.0,Computer Science,6
2023-10-18,6.1,4.2,2.9,26.0,6.9,7.3,6,2,4,73.0,Current Affairs,10
2025-09-03,6.8,7.0,4.0,12.0,6.7,5.9,7,4,4,94.0,Machine Learning,10
2024-06-13,6.6,5.8,5.9,32.0,7.6,7.5,7,6,3,80.0,Political Science,10
2022-01-21,8.8,6.1,1.3,67.0,9.0,9.7,9,4,0,98.0,Database Systems,10
2025-05-12,6.6,8.7,5.1,0.0,5.5,7.2,5,2,5,94.0,Database Systems,10
2023-05-05,5.4,2.3,8.9,27.0,5.8,5.1,10,7,7,30.0,Mathematics,6
2020-02-02,6.6,2.4,6.0,19.0,,6.7,5,5,7,52.0,History,7
2022-08-21,5.4,3.5,8.5,24.0,4.6,4.8,7,5,10,41.0,Accountancy,5
2023-01-11,6.9,1.6,7.1,20.0,5.6,7.7,9,5,10,29.0,Electronics,6
2025-08-19,7.0,6.3,5.5,7.0,7.0,6.9,10,1,2,77.0,Mathematics,10
2024-07-30,6.4,8.2,5.8,9.0,7.6,8.7,6,5,3,100.0,English,10
2024-07-06,6.8,7.4,3.9,34.0,8.3,7.3,4,6,2,80.0,Project Work,10
2024-03-09,,7.7,6.7,5.0,7.7,5.7,7,6,2,100.0,Geography,10
2023-11-02,4.6,9.5,4.0,66.0,6.2,6.9,3,7,4,95.0,Business Studies,10
2025-12-17,4.6,6.8,5.5,1.0,6.8,4.6,4,7,3,79.0,Economics,10
2025-08-07,6.9,5.7,5.2,28.0,7.3,6.9,8,3,4,82.0,Data Structures,10
2025-06-18,6.3,6.5,2.1,35.0,4.3,6.5,10,4,3,79.0,Electronics,10
2020-10-20,6.9,10.5,1.2,60.0,8.0,6.8,5,1,2,100.0,Biology,10
2024-06-21,5.4,1.4,8.3,16.0,4.2,6.1,8,2,8,54.0,Chemistry,6
2021-12-20,,8.6,4.4,4.0,5.6,7.0,7,1,2,100.0,Electronics,10
2023-06-11,6.8,8.8,6.7,6.0,5.8,6.1,7,3,3,100.0,Operating Systems,10
2020-08-30,7.0,4.2,5.7,70.0,8.5,6.9,7,4,3,76.0,Project Work,10
2021-02-23,5.8,7.8,4.5,19.0,7.8,7.9,7,3,3,99.0,Chemistry,10
2021-08-22,7.3,4.8,6.3,43.0,6.9,8.0,9,3,4,66.0,Computer Networks,10
2020-03-01,8.4,1.4,7.5,103.0,8.9,,7,1,3,50.0,Physics,10
2023-06-16,5.4,2.8,5.1,18.0,5.3,6.3,8,1,8,52.0,Database Systems,6
2020-08-30,7.9,3.4,6.8,25.0,8.1,7.9,5,2,1,66.0,Geography,10
2020-05-29,7.1,4.1,8.1,39.0,8.3,7.2,7,1,7,43.0,Research,10
2023-03-10,7.3,2.1,9.4,25.0,5.4,7.1,5,2,9,29.0,Chemistry,6
2021-05-09,7.1,5.3,6.9,39.0,,8.8,7,1,4,78.0,Political Science,10
2020-12-05,6.2,5.2,6.4,16.0,7.3,8.6,10,6,5,81.0,Operating Systems,10
2023-11-07,7.2,6.1,3.4,0.0,7.6,8.1,4,3,4,94.0,Current Affairs,10
2020-06-12,6.1,4.5,1.9,25.0,7.7,7.2,6,3,3,70.0,Electronics,10
2023-12-10,6.0,4.0,8.3,34.0,5.5,3.2,8,3,9,54.0,Physics,4
2024-08-30,7.3,4.6,5.1,36.0,8.2,7.7,5,6,1,75.0,Political Science,10
2025-04-23,7.8,6.1,3.5,,6.1,7.3,5,5,4,80.0,Exam Revision,10
2025-10-11,6.3,10.7,5.5,1.0,6.6,6.4,5,5,4,100.0,Database Systems,10
2020-06-22,5.6,3.7,4.0,1.0,7.6,5.2,8,7,3,80.0,Quantitative Aptitude,9
2021-12-08,5.9,5.6,3.8,45.0,6.5,6.5,6,7,5,91.0,Chemistry,10
2025-09-05,6.1,3.4,3.3,56.0,8.0,6.7,10,7,2,53.0,Computer Networks,10
2023-12-13,8.6,12.0,2.0,43.0,9.1,7.9,7,7,1,100.0,Machine Learning,10
2022-11-26,6.4,3.4,6.1,44.0,8.4,5.5,8,1,2,66.0,Electronics,10
2021-09-15,7.4,5.4,4.6,20.0,7.0,7.4,4,6,1,79.0,Reasoning,10
2024-10-26,6.0,2.8,0.9,16.0,6.3,8.0,9,4,4,55.0,Chemistry,10
2025-11-14,4.4,10.7,2.6,26.0,8.9,6.6,3,3,2,100.0,English,10
2025-08-10,5.9,7.3,3.0,72.0,7.8,8.5,8,2,4,82.0,Project Work,10
2020-07-28,,6.1,2.3,53.0,7.1,8.7,8,5,4,71.0,Database Systems,10
2022-04-24,7.3,3.8,5.2,24.0,7.6,8.3,4,1,1,79.0,History,10
2024-01-06,7.0,3.8,3.9,59.0,8.8,7.3,6,6,3,62.0,Database Systems,10
2023-03-09,7.6,9.3,4.2,52.0,7.7,,7,5,0,100.0,Computer Science,10
2022-03-16,7.1,1.9,5.6,23.0,7.1,9.0,8,4,6,48.0,Data Structures,9
2023-02-09,5.0,6.1,8.9,8.0,6.3,5.2,5,6,7,73.0,Database Systems,9
2021-06-10,7.9,6.3,3.9,19.0,7.0,7.7,6,3,2,83.0,Accountancy,10
2024-11-23,7.1,1.9,12.0,20.0,,6.5,4,2,6,36.0,Business Studies,6
2020-08-15,8.6,4.1,4.8,56.0,7.7,7.0,7,6,3,72.0,Machine Learning,10
2022-01-31,4.0,10.3,5.3,3.0,5.4,5.2,6,3,2,99.0,Engineering Mathematics,10
2025-08-06,6.1,2.8,5.1,2.0,7.1,,6,4,3,59.0,English,9
2022-03-17,7.1,8.6,1.7,18.0,6.5,6.2,6,4,5,100.0,Accountancy,10
2025-07-23,4.9,4.2,10.2,19.0,5.9,5.1,10,6,7,56.0,Machine Learning,8
2021-03-16,6.2,10.3,2.5,46.0,,8.1,9,2,1,100.0,Database Systems,10
2024-03-17,8.7,7.1,3.2,63.0,8.5,9.9,6,4,2,78.0,Physics,10
2022-12-22,7.2,3.6,5.7,26.0,7.7,8.4,4,1,1,60.0,English,10
2025-11-03,7.4,3.6,1.9,60.0,8.5,6.9,8,4,4,63.0,Programming,10
2023-02-18,6.9,5.0,1.8,41.0,8.4,7.8,7,6,3,85.0,Research,10
2020-04-28,8.6,4.7,5.7,30.0,6.3,,8,7,3,80.0,Physics,10
2024-05-15,7.0,6.2,6.2,24.0,7.0,7.8,10,1,3,73.0,Computer Networks,10
2020-08-18,,9.6,3.0,17.0,6.6,6.0,6,3,2,100.0,Accountancy,10
2024-10-16,5.2,3.6,5.8,41.0,5.0,7.2,9,7,3,55.0,Engineering Mathematics,9
2023-03-12,6.8,6.6,5.8,43.0,7.0,6.2,9,4,5,73.0,Research,10
2020-01-01,7.9,5.9,5.1,0.0,8.3,7.4,9,2,5,66.0,Engineering Mathematics,10
2021-08-31,7.8,1.7,11.4,20.0,5.5,5.8,6,5,9,51.0,Geography,6
2025-05-31,5.2,7.7,4.3,29.0,5.9,5.9,6,7,5,81.0,Biology,10
2023-08-05,6.4,3.8,3.7,15.0,8.2,6.4,8,7,0,65.0,Biology,10
2022-10-18,6.0,5.8,4.6,13.0,7.4,6.4,7,5,5,84.0,Political Science,10
